bodyType,color,condition,drive,engineDisplacement,enginePower,equipment,fuelType,mileage,modelDate,name,numberOfDoors,owners,price,productionDate,rabber,technicalPassport,vehicleTransmission
2,3,2,2,3.0,306,5,2,56000,6,35i,5,1,2540000,3,0,1,1
1,1,2,2,2.0,190,1,1,29833,3,520d,4,1,2575000,0,0,1,1
2,2,2,2,3.0,313,4,1,77777,6,40d,5,2,3285000,3,0,1,1
2,6,2,2,3.0,249,2,1,31400,5,30d,5,1,5120000,2,1,1,1
2,1,2,2,3.0,249,1,1,103000,5,30d,5,1,3100000,3,0,1,1
1,3,2,1,2.8,193,1,2,214000,21,328i,4,3,360000,21,0,1,2
2,3,2,2,3.0,306,1,1,75000,12,40d,5,2,1489000,9,0,1,1
1,1,2,1,2.0,143,1,2,295000,18,318i,4,3,320000,16,1,1,2
2,1,2,2,3.0,249,2,1,24100,5,30d,5,1,4070000,0,0,1,1
1,6,2,1,3.0,258,2,2,178000,10,528i,4,3,950000,8,0,1,1
2,1,2,2,3.0,306,1,2,112000,7,35i,5,1,1499000,6,0,1,1
1,6,2,1,2.5,170,1,2,369855,24,523i,4,3,250000,21,0,1,2
1,8,2,1,2.5,218,1,2,203000,14,325i,4,3,410000,13,0,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
2,1,2,2,2.0,190,1,1,86000,5,20d,5,2,1550000,5,0,1,1
4,1,2,1,4.4,407,1,2,30000,8,650i,2,1,1900000,7,0,1,1
1,1,2,1,2.0,184,1,2,143000,6,520i,4,2,1230000,6,0,1,1
3,5,2,1,1.6,115,1,2,270000,12,116i,5,1,480000,11,0,1,1
2,11,2,2,2.0,184,1,1,93168,9,20d,5,1,1457000,5,0,1,1
1,1,2,1,2.0,156,2,2,200000,11,320i,4,3,630000,9,0,1,1
2,1,2,2,2.0,184,1,2,42390,9,20i,5,1,1400000,5,0,1,1
1,6,2,2,2.0,249,2,2,105000,3,530i,4,1,2500000,2,0,1,1
2,1,2,2,2.5,218,3,2,230000,13,25i,5,3,550000,12,0,1,1
1,3,2,1,2.5,218,1,2,145227,11,325i,4,3,652000,8,0,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
2,7,2,2,3.0,264,1,2,196000,13,внедорожник,5,2,890000,11,1,1,1
2,1,2,2,2.0,184,2,2,22656,2,20i,5,1,3033000,0,0,1,1
2,1,2,2,2.0,190,1,1,101701,5,20d,5,2,1590000,4,0,1,1
2,2,2,2,3.0,249,1,1,74850,6,30d,5,3,2790000,3,0,1,1
1,1,2,2,3.0,258,1,1,142000,10,530d,4,3,1450000,7,0,1,1
1,7,2,2,2.0,245,2,2,116000,10,528i,4,1,1100000,7,0,1,1
2,1,2,2,3.0,306,1,2,170000,12,35i,5,1,935000,11,0,1,1
1,1,2,1,4.4,286,1,2,96000,21,740i,4,3,125000,20,0,1,1
1,8,2,1,5.0,507,1,2,155459,15,седан,4,3,1500000,12,0,1,3
2,8,2,2,3.0,258,1,2,90000,9,28i,5,2,899000,8,0,1,1
1,14,2,1,2.5,177,1,1,370000,17,525d,4,3,500000,15,0,1,1
1,1,2,2,4.4,625,1,2,10000,2,седан,4,2,6900000,0,0,1,1
2,1,2,2,3.0,231,1,2,191100,16,внедорожник,5,3,655000,14,0,1,1
2,3,2,2,3.0,306,1,2,99824,12,35i,5,1,1400000,7,0,1,1
1,1,2,1,3.0,218,1,1,280000,18,730d,4,3,530000,16,0,1,1
2,2,2,2,3.0,218,2,1,37507,6,25d,5,1,2995000,2,0,1,1
3,2,2,1,1.6,136,1,2,84000,8,116i,5,3,499000,6,0,1,1
1,1,2,2,2.0,184,1,2,122400,8,320i,4,3,1299000,5,0,1,1
1,2,2,1,2.0,245,1,2,108000,6,528i,4,1,1330000,6,0,1,1
4,1,2,2,2.5,218,1,2,107167,11,325xi,2,2,998000,6,0,1,1
2,3,2,2,4.4,555,1,2,177000,7,внедорожник,5,2,1590000,6,0,1,1
1,3,2,1,2.0,150,1,2,310000,24,520i,4,3,240000,22,0,1,1
4,3,2,1,2.0,156,2,2,116449,11,320i,2,2,685000,6,0,1,1
2,4,2,2,2.0,184,1,1,65000,7,20d,5,2,1400000,5,1,1,1
2,1,2,0,1.5,136,1,2,100000,4,18i,5,2,1470000,2,0,1,1
1,1,2,2,2.0,184,1,2,110000,8,320i,4,2,1320000,4,0,1,1
2,6,2,2,3.0,313,5,1,62000,5,40d,5,1,2980000,3,1,1,1
2,2,2,2,3.0,218,2,1,99000,6,25d,5,1,2650000,2,0,1,1
1,8,2,1,2.0,150,1,2,350000,24,520i,4,3,430000,21,1,1,2
1,1,2,1,3.0,272,1,2,127040,12,530i,4,3,629000,11,0,1,1
2,3,2,2,3.0,306,5,2,56000,6,35i,5,1,2540000,3,0,1,1
1,1,2,2,2.0,190,1,1,29833,3,520d,4,1,2575000,0,0,1,1
2,2,2,2,3.0,313,4,1,77777,6,40d,5,2,3285000,3,0,1,1
2,8,2,2,3.0,249,1,1,33000,6,30d,5,1,3800000,1,0,1,1
3,1,2,1,1.6,136,1,2,132000,8,116i,5,3,685000,7,0,1,1
2,1,2,2,3.0,249,1,1,103000,5,30d,5,1,3100000,3,0,1,1
1,6,2,1,2.0,190,1,1,5146,1,320d,4,1,2525000,0,0,1,1
1,1,2,2,4.4,450,1,2,122000,7,750Li,4,3,1070000,6,0,1,1
1,6,2,1,3.0,258,2,2,178000,10,528i,4,3,950000,8,0,1,1
1,3,2,1,2.8,193,1,2,214000,21,328i,4,3,360000,21,0,1,2
2,3,2,2,3.0,306,1,1,75000,12,40d,5,2,1489000,9,0,1,1
2,1,2,2,3.0,306,1,2,112000,7,35i,5,1,1499000,6,0,1,1
3,2,2,1,1.6,136,1,2,139610,8,116i,5,2,589000,6,0,1,1
2,6,2,2,3.0,218,1,1,386000,16,внедорожник,5,3,550000,15,0,1,1
2,4,2,2,3.0,218,2,1,93230,6,25d,5,1,2249000,5,0,1,1
1,6,2,1,2.5,170,1,2,369855,24,523i,4,3,250000,21,0,1,2
1,8,2,1,2.5,218,1,2,203000,14,325i,4,3,410000,13,0,1,1
1,1,2,1,2.0,184,1,2,143000,6,520i,4,2,1230000,6,0,1,1
3,5,2,1,1.6,115,1,2,270000,12,116i,5,1,480000,11,0,1,1
1,1,2,1,2.0,156,2,2,200000,11,320i,4,3,630000,9,0,1,1
2,1,2,2,2.0,184,1,2,42390,9,20i,5,1,1400000,5,0,1,1
1,6,2,2,2.0,249,2,2,105000,3,530i,4,1,2500000,2,0,1,1
2,1,2,2,2.5,218,3,2,230000,13,25i,5,3,550000,12,0,1,1
1,3,2,1,2.5,218,1,2,145227,11,325i,4,3,652000,8,0,1,1
2,6,2,2,3.0,249,2,1,31400,5,30d,5,1,5120000,2,1,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
2,7,2,2,3.0,264,1,2,196000,13,внедорожник,5,2,890000,11,1,1,1
2,1,2,2,2.0,184,2,2,22656,2,20i,5,1,3033000,0,0,1,1
2,1,2,2,2.0,190,1,1,101701,5,20d,5,2,1590000,4,0,1,1
2,2,2,2,3.0,249,1,1,74850,6,30d,5,3,2790000,3,0,1,1
1,1,2,2,3.0,258,1,1,142000,10,530d,4,3,1450000,7,0,1,1
1,7,2,2,2.0,245,2,2,116000,10,528i,4,1,1100000,7,0,1,1
2,1,2,2,3.0,306,1,2,170000,12,35i,5,1,935000,11,0,1,1
1,1,2,1,4.4,286,1,2,96000,21,740i,4,3,125000,20,0,1,1
1,8,2,1,5.0,507,1,2,155459,15,седан,4,3,1500000,12,0,1,3
2,8,2,2,3.0,258,1,2,90000,9,28i,5,2,899000,8,0,1,1
1,14,2,1,2.5,177,1,1,370000,17,525d,4,3,500000,15,0,1,1
1,1,2,2,4.4,625,1,2,10000,2,седан,4,2,6900000,0,0,1,1
2,1,2,2,3.0,231,1,2,191100,16,внедорожник,5,3,655000,14,0,1,1
2,3,2,2,3.0,306,1,2,99824,12,35i,5,1,1400000,7,0,1,1
2,2,2,2,3.0,218,2,1,37507,6,25d,5,1,2995000,2,0,1,1
3,2,2,1,1.6,136,1,2,84000,8,116i,5,3,499000,6,0,1,1
1,1,2,2,2.0,184,1,2,122400,8,320i,4,3,1299000,5,0,1,1
1,2,2,1,2.0,245,1,2,108000,6,528i,4,1,1330000,6,0,1,1
4,1,2,2,2.5,218,1,2,107167,11,325xi,2,2,998000,6,0,1,1
2,3,2,2,4.4,555,1,2,177000,7,внедорожник,5,2,1590000,6,0,1,1
1,3,2,1,2.0,150,1,2,310000,24,520i,4,3,240000,22,0,1,1
4,3,2,1,2.0,156,2,2,116449,11,320i,2,2,685000,6,0,1,1
2,4,2,2,2.0,184,1,1,65000,7,20d,5,2,1400000,5,1,1,1
2,1,2,0,1.5,136,1,2,100000,4,18i,5,2,1470000,2,0,1,1
1,1,2,2,2.0,184,1,2,110000,8,320i,4,2,1320000,4,0,1,1
2,6,2,2,3.0,313,5,1,62000,5,40d,5,1,2980000,3,1,1,1
1,1,2,1,3.0,272,1,2,127040,12,530i,4,3,629000,11,0,1,1
2,3,2,2,3.0,306,5,2,56000,6,35i,5,1,2540000,3,0,1,1
1,1,2,2,2.0,190,1,1,29833,3,520d,4,1,2575000,0,0,1,1
2,2,2,2,3.0,313,4,1,77777,6,40d,5,2,3285000,3,0,1,1
3,1,2,1,1.6,136,1,2,132000,8,116i,5,3,685000,7,0,1,1
2,1,2,2,3.0,249,1,1,103000,5,30d,5,1,3100000,3,0,1,1
2,1,2,2,2.0,190,1,1,101701,5,20d,5,2,1590000,4,0,1,1
2,1,2,2,4.8,360,1,2,260000,16,внедорожник,5,3,420000,15,1,1,1
2,2,2,2,2.0,184,1,2,35000,5,20i,5,1,1875000,2,1,1,1
1,3,2,1,4.0,286,1,2,400000,25,740i,4,3,400000,22,0,1,1
2,11,2,2,2.0,184,1,1,93168,9,20d,5,1,1457000,5,0,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
1,1,2,1,3.0,326,1,2,195000,11,740i,4,3,800000,10,0,1,1
1,2,2,1,2.0,184,1,2,137000,10,520i,4,3,970000,7,0,1,1
1,2,2,1,2.5,170,1,2,267000,24,523i,4,3,290000,21,0,1,2
2,1,2,2,3.0,306,1,2,112000,7,35i,5,1,1499000,6,0,1,1
1,8,2,1,2.5,218,1,2,203000,14,325i,4,3,410000,13,0,1,1
1,1,2,2,3.0,258,1,1,142000,10,530d,4,3,1450000,7,0,1,1
2,3,2,2,3.0,306,1,1,75000,12,40d,5,2,1489000,9,0,1,1
2,1,2,2,2.0,184,1,2,42390,9,20i,5,1,1400000,5,0,1,1
3,5,2,1,1.6,115,1,2,270000,12,116i,5,1,480000,11,0,1,1
1,6,2,1,2.5,170,1,2,369855,24,523i,4,3,250000,21,0,1,2
1,1,2,1,4.4,286,1,2,96000,21,740i,4,3,125000,20,0,1,1
2,8,2,2,3.0,249,1,1,33000,6,30d,5,1,3800000,1,0,1,1
2,1,2,2,3.0,231,1,2,191100,16,внедорожник,5,3,655000,14,0,1,1
2,6,2,2,3.0,249,2,1,31400,5,30d,5,1,5120000,2,1,1,1
1,1,2,2,4.4,625,1,2,10000,2,седан,4,2,6900000,0,0,1,1
1,3,2,1,2.8,193,1,2,214000,21,328i,4,3,360000,21,0,1,2
1,14,2,1,2.5,177,1,1,370000,17,525d,4,3,500000,15,0,1,1
4,3,2,1,2.0,156,2,2,116449,11,320i,2,2,685000,6,0,1,1
1,1,2,1,2.0,156,2,2,200000,11,320i,4,3,630000,9,0,1,1
8,3,2,2,4.4,530,1,2,70,1,M850i,2,1,8455000,0,0,1,1
2,1,2,2,2.5,218,3,2,230000,13,25i,5,3,550000,12,0,1,1
4,1,2,2,2.5,218,1,2,107167,11,325xi,2,2,998000,6,0,1,1
1,1,2,1,3.0,272,1,2,127040,12,530i,4,3,629000,11,0,1,1
2,3,2,2,3.0,306,5,2,56000,6,35i,5,1,2540000,3,0,1,1
1,1,2,2,2.0,190,1,1,29833,3,520d,4,1,2575000,0,0,1,1
2,2,2,2,3.0,313,4,1,77777,6,40d,5,2,3285000,3,0,1,1
3,1,2,1,1.6,136,1,2,132000,8,116i,5,3,685000,7,0,1,1
2,1,2,2,3.0,249,1,1,103000,5,30d,5,1,3100000,3,0,1,1
2,1,2,2,2.0,190,1,1,101701,5,20d,5,2,1590000,4,0,1,1
2,2,2,2,3.0,306,1,2,164000,7,35i,5,3,1320000,6,0,1,1
2,6,2,2,3.0,249,1,1,98700,6,30d,5,2,2650000,4,0,1,1
2,1,2,2,4.8,360,1,2,260000,16,внедорожник,5,3,420000,15,1,1,1
2,11,2,2,2.0,184,1,1,93168,9,20d,5,1,1457000,5,0,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
2,1,2,2,3.0,306,1,2,170000,12,35i,5,1,935000,11,0,1,1
1,1,2,1,3.0,258,1,2,233000,17,530i,4,3,499000,14,1,1,1
1,2,2,1,2.0,184,1,2,137000,10,520i,4,3,970000,7,0,1,1
2,8,2,2,3.0,231,1,2,114000,16,внедорожник,5,3,690000,14,0,1,1
1,4,2,1,2.0,184,3,2,83400,6,520i,4,2,1830000,4,0,1,1
2,1,2,2,3.0,306,1,2,112000,7,35i,5,1,1499000,6,0,1,1
1,8,2,1,2.5,218,1,2,203000,14,325i,4,3,410000,13,0,1,1
1,1,2,2,3.0,258,1,1,142000,10,530d,4,3,1450000,7,0,1,1
2,1,2,2,2.0,184,1,2,42390,9,20i,5,1,1400000,5,0,1,1
1,6,2,1,2.5,170,1,2,369855,24,523i,4,3,250000,21,0,1,2
2,3,2,2,3.0,306,1,1,75000,12,40d,5,2,1489000,9,0,1,1
1,1,2,1,4.4,286,1,2,96000,21,740i,4,3,125000,20,0,1,1
2,1,2,2,3.0,231,1,2,191100,16,внедорожник,5,3,655000,14,0,1,1
2,6,2,2,3.0,249,2,1,31400,5,30d,5,1,5120000,2,1,1,1
2,8,2,2,3.0,249,1,1,33000,6,30d,5,1,3800000,1,0,1,1
1,14,2,1,2.5,177,1,1,370000,17,525d,4,3,500000,15,0,1,1
1,3,2,1,2.8,193,1,2,214000,21,328i,4,3,360000,21,0,1,2
4,3,2,1,2.0,156,2,2,116449,11,320i,2,2,685000,6,0,1,1
2,1,2,2,2.5,218,3,2,230000,13,25i,5,3,550000,12,0,1,1
8,3,2,2,4.4,530,1,2,70,1,M850i,2,1,8455000,0,0,1,1
1,1,2,1,2.0,156,2,2,200000,11,320i,4,3,630000,9,0,1,1
1,1,2,1,3.0,272,1,2,127040,12,530i,4,3,629000,11,0,1,1
2,3,2,2,3.0,306,5,2,56000,6,35i,5,1,2540000,3,0,1,1
1,1,2,2,2.0,190,1,1,29833,3,520d,4,1,2575000,0,0,1,1
2,2,2,2,3.0,313,4,1,77777,6,40d,5,2,3285000,3,0,1,1
3,6,2,1,2.0,136,1,2,149000,12,118i,5,3,379000,12,0,1,1
1,4,2,1,2.0,184,3,2,83400,6,520i,4,2,1830000,4,0,1,1
2,8,2,2,3.0,249,1,1,33000,6,30d,5,1,3800000,1,0,1,1
1,1,2,2,3.0,400,1,1,6700,4,750Ld,4,1,4780000,1,0,1,1
4,2,2,1,5.0,507,1,2,85000,14,купе,2,3,1190000,12,0,1,3
1,8,2,1,5.0,507,1,2,155459,15,седан,4,3,1500000,12,0,1,3
3,1,2,1,1.6,136,1,2,132000,8,116i,5,3,685000,7,0,1,1
2,1,2,2,3.0,249,1,1,103000,5,30d,5,1,3100000,3,0,1,1
1,3,2,1,2.8,193,1,2,214000,21,328i,4,3,360000,21,0,1,2
3,2,2,1,1.6,136,1,2,84000,8,116i,5,3,499000,6,0,1,1
1,1,2,1,3.0,272,1,2,127040,12,530i,4,3,629000,11,0,1,1
2,1,3,1,2.0,150,1,2,84470,7,18i,5,1,925000,5,0,1,1
2,3,2,2,3.0,306,1,1,75000,12,40d,5,2,1489000,9,0,1,1
2,1,2,2,3.0,306,1,2,112000,7,35i,5,1,1499000,6,0,1,1
1,6,2,1,2.5,170,1,2,369855,24,523i,4,3,250000,21,0,1,2
1,8,2,1,2.5,218,1,2,203000,14,325i,4,3,410000,13,0,1,1
1,1,2,1,2.0,184,1,2,143000,6,520i,4,2,1230000,6,0,1,1
3,5,2,1,1.6,115,1,2,270000,12,116i,5,1,480000,11,0,1,1
2,11,2,2,2.0,184,1,1,93168,9,20d,5,1,1457000,5,0,1,1
1,1,2,1,2.0,156,2,2,200000,11,320i,4,3,630000,9,0,1,1
2,1,2,2,2.0,184,1,2,42390,9,20i,5,1,1400000,5,0,1,1
1,6,2,2,2.0,249,2,2,105000,3,530i,4,1,2500000,2,0,1,1
2,1,2,2,2.5,218,3,2,230000,13,25i,5,3,550000,12,0,1,1
1,3,2,1,2.5,218,1,2,145227,11,325i,4,3,652000,8,0,1,1
2,6,2,2,3.0,249,2,1,31400,5,30d,5,1,5120000,2,1,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
2,7,2,2,3.0,264,1,2,196000,13,внедорожник,5,2,890000,11,1,1,1
2,1,2,2,2.0,184,2,2,22656,2,20i,5,1,3033000,0,0,1,1
2,1,2,2,2.0,190,1,1,101701,5,20d,5,2,1590000,4,0,1,1
2,2,2,2,3.0,249,1,1,74850,6,30d,5,3,2790000,3,0,1,1
1,1,2,2,3.0,258,1,1,142000,10,530d,4,3,1450000,7,0,1,1
1,7,2,2,2.0,245,2,2,116000,10,528i,4,1,1100000,7,0,1,1
2,1,2,2,3.0,306,1,2,170000,12,35i,5,1,935000,11,0,1,1
1,1,2,1,4.4,286,1,2,96000,21,740i,4,3,125000,20,0,1,1
2,8,2,2,3.0,258,1,2,90000,9,28i,5,2,899000,8,0,1,1
1,14,2,1,2.5,177,1,1,370000,17,525d,4,3,500000,15,0,1,1
2,3,2,2,3.0,306,1,2,99824,12,35i,5,1,1400000,7,0,1,1
1,1,2,1,3.0,218,1,1,280000,18,730d,4,3,530000,16,0,1,1
2,2,2,2,3.0,218,2,1,37507,6,25d,5,1,2995000,2,0,1,1
3,2,2,1,1.6,136,1,2,84000,8,116i,5,3,499000,6,0,1,1
1,1,2,2,2.0,184,1,2,122400,8,320i,4,3,1299000,5,0,1,1
1,2,2,1,2.0,245,1,2,108000,6,528i,4,1,1330000,6,0,1,1
4,1,2,2,2.5,218,1,2,107167,11,325xi,2,2,998000,6,0,1,1
2,3,2,2,4.4,555,1,2,177000,7,внедорожник,5,2,1590000,6,0,1,1
1,3,2,1,2.0,150,1,2,310000,24,520i,4,3,240000,22,0,1,1
4,3,2,1,2.0,156,2,2,116449,11,320i,2,2,685000,6,0,1,1
2,4,2,2,2.0,184,1,1,65000,7,20d,5,2,1400000,5,1,1,1
2,1,2,0,1.5,136,1,2,100000,4,18i,5,2,1470000,2,0,1,1
1,1,2,1,3.0,272,1,2,127040,12,530i,4,3,629000,11,0,1,1
2,3,2,2,3.0,306,5,2,56000,6,35i,5,1,2540000,3,0,1,1
1,1,2,2,2.0,190,1,1,29833,3,520d,4,1,2575000,0,0,1,1
2,2,2,2,3.0,313,4,1,77777,6,40d,5,2,3285000,3,0,1,1
3,1,2,1,1.6,136,1,2,132000,8,116i,5,3,685000,7,0,1,1
2,1,2,2,3.0,249,1,1,103000,5,30d,5,1,3100000,3,0,1,1
2,1,2,2,2.0,190,1,1,101701,5,20d,5,2,1590000,4,0,1,1
1,6,2,1,2.0,143,1,1,172623,11,318d,4,3,560000,11,0,1,2
1,2,2,1,1.6,136,2,2,114000,8,316i,4,2,940000,6,0,1,1
2,6,2,2,4.4,575,1,2,50000,5,внедорожник,5,2,4500000,3,1,1,1
2,11,2,2,2.0,184,1,1,93168,9,20d,5,1,1457000,5,0,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
2,1,2,2,3.0,306,1,2,170000,12,35i,5,1,935000,11,0,1,1
1,6,2,1,2.0,190,1,1,5146,1,320d,4,1,2525000,0,0,1,1
1,8,2,1,2.0,245,2,2,153000,8,328i,4,1,1100000,7,1,1,1
1,1,2,1,3.0,258,1,2,233000,17,530i,4,3,499000,14,1,1,1
2,1,2,2,3.0,306,1,2,112000,7,35i,5,1,1499000,6,0,1,1
1,8,2,1,2.5,218,1,2,203000,14,325i,4,3,410000,13,0,1,1
1,4,2,1,2.0,184,3,2,83400,6,520i,4,2,1830000,4,0,1,1
1,1,2,2,3.0,258,1,1,142000,10,530d,4,3,1450000,7,0,1,1
2,3,2,2,3.0,306,1,1,75000,12,40d,5,2,1489000,9,0,1,1
2,1,2,2,2.0,184,1,2,42390,9,20i,5,1,1400000,5,0,1,1
3,5,2,1,1.6,115,1,2,270000,12,116i,5,1,480000,11,0,1,1
1,6,2,1,2.5,170,1,2,369855,24,523i,4,3,250000,21,0,1,2
2,8,2,2,3.0,249,1,1,33000,6,30d,5,1,3800000,1,0,1,1
2,1,2,2,3.0,231,1,2,191100,16,внедорожник,5,3,655000,14,0,1,1
2,6,2,2,3.0,249,2,1,31400,5,30d,5,1,5120000,2,1,1,1
1,1,2,2,4.4,625,1,2,10000,2,седан,4,2,6900000,0,0,1,1
1,3,2,1,2.8,193,1,2,214000,21,328i,4,3,360000,21,0,1,2
2,1,2,2,2.5,218,3,2,230000,13,25i,5,3,550000,12,0,1,1
1,14,2,1,2.5,177,1,1,370000,17,525d,4,3,500000,15,0,1,1
4,3,2,1,2.0,156,2,2,116449,11,320i,2,2,685000,6,0,1,1
8,3,2,2,4.4,530,1,2,70,1,M850i,2,1,8455000,0,0,1,1
1,1,2,1,2.0,156,2,2,200000,11,320i,4,3,630000,9,0,1,1
4,1,2,2,2.5,218,1,2,107167,11,325xi,2,2,998000,6,0,1,1
2,2,2,2,3.0,249,1,1,74850,6,30d,5,3,2790000,3,0,1,1
1,8,2,1,5.0,507,1,2,155459,15,седан,4,3,1500000,12,0,1,3
2,3,2,2,4.4,555,1,2,177000,7,внедорожник,5,2,1590000,6,0,1,1
2,1,2,2,2.0,184,2,2,22656,2,20i,5,1,3033000,0,0,1,1
2,7,2,2,3.0,264,1,2,196000,13,внедорожник,5,2,890000,11,1,1,1
2,3,2,2,3.0,306,1,2,99824,12,35i,5,1,1400000,7,0,1,1
2,2,2,2,3.0,218,2,1,99000,6,25d,5,1,2650000,2,0,1,1
1,6,2,1,3.0,258,2,2,178000,10,528i,4,3,950000,8,0,1,1
1,6,2,2,2.0,249,2,2,105000,3,530i,4,1,2500000,2,0,1,1
2,2,2,2,3.0,218,2,1,37507,6,25d,5,1,2995000,2,0,1,1
1,14,2,1,2.5,170,1,2,431500,24,523i,4,3,275000,21,0,1,1
3,2,2,1,1.6,136,1,2,84000,8,116i,5,3,499000,6,0,1,1
2,1,2,0,1.5,136,1,2,100000,4,18i,5,2,1470000,2,0,1,1
1,1,2,2,2.0,184,1,2,122400,8,320i,4,3,1299000,5,0,1,1
1,1,2,1,3.0,218,1,1,280000,18,730d,4,3,530000,16,0,1,1
2,1,2,2,3.0,231,1,2,190000,16,внедорожник,5,3,640000,13,0,1,1
2,1,2,2,3.0,235,1,1,270000,13,30d,5,2,1050000,11,0,1,1
2,4,2,2,2.0,184,1,1,65000,7,20d,5,2,1400000,5,1,1,1
1,1,2,2,2.0,184,1,2,110000,8,320i,4,2,1320000,4,0,1,1
1,1,2,1,3.0,272,1,2,127040,12,530i,4,3,629000,11,0,1,1
2,3,2,2,3.0,306,5,2,56000,6,35i,5,1,2540000,3,0,1,1
1,1,2,2,2.0,190,1,1,29833,3,520d,4,1,2575000,0,0,1,1
2,2,2,2,3.0,313,4,1,77777,6,40d,5,2,3285000,3,0,1,1
1,6,2,1,2.0,190,1,1,5146,1,320d,4,1,2525000,0,0,1,1
3,6,2,1,2.0,136,1,2,149000,12,118i,5,3,379000,12,0,1,1
1,4,2,1,2.0,184,3,2,83400,6,520i,4,2,1830000,4,0,1,1
1,8,2,1,5.0,507,1,2,155459,15,седан,4,3,1500000,12,0,1,3
1,3,2,2,3.0,265,5,1,98000,4,730Ld,4,2,3280000,2,1,1,1
1,2,2,1,2.0,184,1,2,137000,10,520i,4,3,970000,7,0,1,1
2,8,2,2,3.0,249,1,1,33000,6,30d,5,1,3800000,1,0,1,1
3,1,2,1,1.6,136,1,2,132000,8,116i,5,3,685000,7,0,1,1
2,1,2,2,3.0,249,1,1,103000,5,30d,5,1,3100000,3,0,1,1
1,3,2,1,2.0,184,2,2,139000,6,520i,4,3,945000,6,0,1,1
2,2,2,2,3.0,286,1,1,290000,12,35d,5,2,1150000,10,0,1,1
1,3,2,1,4.0,286,1,2,400000,25,740i,4,3,400000,22,0,1,1
1,3,2,1,2.8,193,1,2,214000,21,328i,4,3,360000,21,0,1,2
2,3,2,2,3.0,306,1,1,75000,12,40d,5,2,1489000,9,0,1,1
2,1,2,2,3.0,306,1,2,112000,7,35i,5,1,1499000,6,0,1,1
1,6,2,1,2.5,170,1,2,369855,24,523i,4,3,250000,21,0,1,2
1,8,2,1,2.5,218,1,2,203000,14,325i,4,3,410000,13,0,1,1
1,1,2,1,2.0,184,1,2,143000,6,520i,4,2,1230000,6,0,1,1
3,5,2,1,1.6,115,1,2,270000,12,116i,5,1,480000,11,0,1,1
2,11,2,2,2.0,184,1,1,93168,9,20d,5,1,1457000,5,0,1,1
1,1,2,1,2.0,156,2,2,200000,11,320i,4,3,630000,9,0,1,1
2,1,2,2,2.0,184,1,2,42390,9,20i,5,1,1400000,5,0,1,1
1,6,2,2,2.0,249,2,2,105000,3,530i,4,1,2500000,2,0,1,1
2,1,2,2,2.5,218,3,2,230000,13,25i,5,3,550000,12,0,1,1
1,3,2,1,2.5,218,1,2,145227,11,325i,4,3,652000,8,0,1,1
2,6,2,2,3.0,249,2,1,31400,5,30d,5,1,5120000,2,1,1,1
4,3,2,1,2.5,192,1,2,173000,21,325i,2,3,515000,17,0,1,1
2,7,2,2,3.0,264,1,2,196000,13,внедорожник,5,2,890000,11,1,1,1
2,1,2,2,2.0,184,2,2,22656,2,20i,5,1,3033000,0,0,1,1
2,1,2,2,2.0,190,1,1,101701,5,20d,5,2,1590000,4,0,1,1
2,2,2,2,3.0,249,1,1,74850,6,30d,5,3,2790000,3,0,1,1
1,1,2,2,3.0,258,1,1,142000,10,530d,4,3,1450000,7,0,1,1
1,7,2,2,2.0,245,2,2,116000,10,528i,4,1,1100000,7,0,1,1
2,1,2,2,3.0,306,1,2,170000,12,35i,5,1,935000,11,0,1,1
1,1,2,1,4.4,286,1,2,96000,21,740i,4,3,125000,20,0,1,1
1,8,2,1,5.0,507,1,2,155459,15,седан,4,3,1500000,12,0,1,3
2,8,2,2,3.0,258,1,2,90000,9,28i,5,2,899000,8,0,1,1
1,14,2,1,2.5,177,1,1,370000,17,525d,4,3,500000,15,0,1,1
1,1,2,2,4.4,625,1,2,10000,2,седан,4,2,6900000,0,0,1,1
2,1,2,2,3.0,231,1,2,191100,16,внедорожник,5,3,655000,14,0,1,1
2,3,2,2,3.0,306,1,2,99824,12,35i,5,1,1400000,7,0,1,1
1,1,2,1,3.0,218,1,1,280000,18,730d,4,3,530000,16,0,1,1
2,2,2,2,3.0,218,2,1,37507,6,25d,5,1,2995000,2,0,1,1
3,2,2,1,1.6,136,1,2,84000,8,116i,5,3,499000,6,0,1,1
1,1,2,2,2.0,184,1,2,122400,8,320i,4,3,1299000,5,0,1,1
1,2,2,1,2.0,245,1,2,108000,6,528i,4,1,1330000,6,0,1,1
4,1,2,2,2.5,218,1,2,107167,11,325xi,2,2,998000,6,0,1,1
2,3,2,2,4.4,555,1,2,177000,7,внедорожник,5,2,1590000,6,0,1,1
1,3,2,1,2.0,150,1,2,310000,24,520i,4,3,240000,22,0,1,1
