bodyType,color,condition,drive,engineDisplacement,enginePower,equipment,fuelType,mileage,modelDate,name,numberOfDoors,owners,price,productionDate,rabber,technicalPassport,vehicleTransmission
2,3,3,2,3.0,231,3,2,255500,16,30i,5,3,600000,15,0,1,1
1,3,3,1,2.0,150,1,2,227278,24,520d,4,3,350000,23,0,0,2
3,1,3,1,1.6,115,1,2,165000,12,116i,5,2,460000,11,0,1,1
2,3,3,2,3.0,306,2,2,160000,12,35i,5,3,1230000,11,0,1,1
1,8,3,1,3.0,258,2,2,323000,14,330i,4,3,472000,14,0,0,1
1,1,3,1,3.0,245,3,1,124578,10,530d,4,1,1419000,9,0,1,1
1,1,3,1,2.0,136,2,2,86403,11,318d,4,2,729000,9,0,1,1
3,2,3,1,1.6,115,2,2,127224,12,116i,5,2,585000,10,0,1,1
1,8,3,1,2.8,193,1,2,325000,24,528Li,4,3,250000,20,0,1,2
4,1,3,2,2.5,218,3,2,206000,14,325d,2,3,620000,13,0,1,1
1,14,3,1,2.5,192,3,2,362000,19,525i,4,3,395000,18,0,0,1
2,1,3,2,3.0,245,3,1,94000,12,30d,5,3,1650000,9,0,1,1
2,1,3,2,4.4,320,1,2,150000,16,4.4i,5,3,600000,14,0,1,1
2,6,3,2,3.0,306,2,2,191154,9,35i,5,3,1050000,9,0,0,1
4,1,3,1,4.8,367,4,2,151000,12,650i,2,3,750000,12,0,0,1
1,8,3,2,2.5,218,1,2,225000,17,525i,4,3,565000,14,0,1,1
2,3,3,2,2.0,184,1,1,161000,9,20d,5,3,950000,9,0,0,1
2,1,3,2,3.0,235,1,1,132000,13,30d,5,3,1490000,11,0,1,1
7,3,3,1,2.5,170,1,2,291000,24,523i,5,3,258000,22,0,0,1
1,1,3,1,3.0,231,1,2,350000,19,530d,4,3,380000,19,0,1,1
1,1,3,1,4.0,306,3,2,381000,14,740Ld,4,3,450000,14,0,1,1
1,14,3,1,2.2,170,3,2,283000,18,320i,4,3,330000,17,0,0,1
2,1,3,2,2.0,177,2,1,148028,13,20d,5,3,765000,10,0,1,1
2,6,3,2,3.0,272,2,2,137540,13,30i,5,2,599000,13,0,1,1
2,12,3,2,3.0,235,4,1,149200,12,30d,5,3,1500000,11,0,1,1
2,3,3,2,3.0,306,1,2,152000,9,35i,5,3,980000,10,0,1,1
1,2,3,2,3.0,258,3,1,149091,10,530d,4,3,1050000,9,0,1,1
2,14,3,2,3.0,235,2,1,190000,13,30d,5,1,1090000,12,0,1,1
7,8,3,1,2.0,150,2,1,265800,18,320i,5,3,330000,17,0,0,1
1,2,3,1,2.0,136,3,2,86000,11,318d,4,3,700000,9,0,1,1
1,8,3,1,2.5,170,3,2,318000,24,523i,4,3,300000,22,0,1,1
1,1,3,1,1.9,105,2,2,360000,21,316i,4,3,280000,19,0,1,2
2,1,3,2,2.0,245,2,2,100168,10,28i,5,1,999000,9,0,1,1
1,8,3,1,2.5,192,1,2,300000,19,525i,4,3,450000,19,0,1,1
1,3,3,1,2.0,150,2,2,217000,32,520d,4,2,595000,28,0,1,2
1,3,3,1,3.5,235,3,2,251743,25,735Li,4,3,600000,23,0,1,1
4,1,3,1,2.0,156,1,2,130000,14,320i,2,3,400000,12,0,0,1
1,1,3,1,4.4,286,2,2,350000,21,740Ld,4,3,310000,22,0,1,1
1,6,3,1,2.0,163,1,1,143000,17,520d,4,3,559000,13,0,1,1
1,1,3,1,2.0,150,1,2,380000,32,520d,4,3,126500,27,0,1,2
1,1,3,1,3.4,211,2,2,243500,32,535i,4,3,235000,29,0,0,1
8,1,3,1,2.5,218,3,2,156000,14,325d,2,3,870000,12,0,0,1
1,1,3,1,2.0,150,1,2,275000,32,520d,4,3,150000,25,0,0,2
3,1,3,1,1.6,115,1,2,181200,12,116i,5,3,485000,11,0,1,1
2,2,3,2,3.0,306,2,2,136000,12,35i,5,2,1150000,12,0,1,1
3,2,3,1,1.6,115,1,2,150000,12,116i,5,3,480000,9,0,1,1
7,3,3,1,2.0,150,2,2,422921,24,520d,5,3,196000,23,0,1,2
2,1,3,2,3.0,286,1,1,196000,12,35d,5,3,1350000,11,0,1,1
1,6,3,1,2.5,218,1,2,184000,14,325d,4,3,570000,12,0,1,1
4,5,3,1,3.0,218,3,2,168000,12,125i,2,3,950000,10,0,1,1
2,4,3,2,3.0,306,3,2,127000,9,35i,5,3,1135000,10,0,1,1
4,3,3,1,3.0,265,1,2,105000,14,Z4,2,3,900000,13,0,1,1
1,6,3,1,2.0,150,1,2,303000,32,520d,4,2,220000,29,0,1,2
1,1,3,1,2.0,136,2,2,181900,14,318d,4,3,530000,12,0,1,1
2,6,3,2,3.0,231,3,2,180000,20,30i,5,3,520000,17,0,1,1
1,1,3,1,2.0,150,2,2,223000,14,320i,4,3,420000,13,0,0,1
1,1,3,1,3.0,231,3,2,335000,17,530d,4,3,650000,17,0,1,1
2,1,3,2,4.8,355,3,2,183000,13,48i,5,3,840000,13,0,1,1
1,6,3,1,3.0,218,1,2,340000,25,730Li,4,3,390000,25,0,1,1
1,14,3,1,4.4,286,3,2,307000,24,540i,4,3,350000,21,0,1,1
2,2,3,2,4.4,555,4,2,127777,10,X6_M,5,3,1249000,9,0,1,1
1,1,3,1,2.0,150,1,2,395150,24,520d,4,3,270000,22,0,0,2
4,1,3,1,2.5,218,3,2,179449,14,325d,2,2,579000,11,0,1,1
1,6,3,2,3.0,218,2,2,201908,12,525i,4,3,609000,11,0,1,1
3,2,3,1,2.0,136,2,2,159464,12,118i,3,2,530000,9,0,1,1
1,9,3,1,2.0,156,2,2,125000,11,320i,4,3,750000,9,0,1,1
2,1,3,2,3.0,231,1,2,228000,20,30i,5,3,450000,19,0,1,1
2,6,3,2,3.0,306,3,2,230000,12,35i,5,2,935000,11,0,0,1
1,8,3,1,2.0,150,3,2,334992,24,520d,4,3,400000,21,0,1,2
8,2,3,1,2.8,193,1,2,315000,29,328i,2,3,990000,22,0,0,2
1,3,3,1,2.8,193,2,2,462000,24,528Li,4,3,550000,21,0,0,1
1,8,3,1,2.0,150,1,2,30000,14,320i,4,1,1000000,15,0,1,1
1,6,3,1,2.2,170,3,2,266000,18,320i,4,3,460000,16,0,0,1
6,2,3,1,3.0,245,3,1,190000,10,Gran Turismo,5,3,1300000,10,0,1,1
2,1,3,2,4.8,355,3,2,189000,13,4.8i,5,1,850000,12,0,1,1
3,5,3,1,2.0,156,2,2,160000,12,120i,5,3,435000,13,0,0,1
7,8,3,1,2.0,116,2,1,299380,18,318d,5,3,360000,16,0,1,1
1,14,3,1,2.2,170,3,2,240000,19,520d,4,3,320000,19,0,0,1
3,1,3,1,1.6,115,1,2,160000,12,116i,5,3,440000,12,0,1,1
1,3,3,2,3.0,306,2,2,117000,10,535i,4,3,1050000,9,0,1,1
2,2,3,2,4.4,555,3,2,142000,10,X6_M,5,3,1385000,9,0,1,1
1,3,3,1,2.5,218,2,2,250000,12,525i,4,3,680000,12,0,1,1
1,1,3,1,2.8,193,2,2,278000,24,528Li,4,2,180000,23,0,1,1
2,2,3,2,3.0,231,1,2,339334,16,30i,5,3,520000,16,0,1,1
2,6,3,2,3.0,231,3,2,203000,20,30i,5,3,450000,18,0,1,1
2,2,3,2,3.0,235,3,1,299737,13,30d,5,1,990000,12,0,1,1
1,8,3,1,4.4,286,1,2,290000,19,540i,4,3,250000,20,0,1,1
2,1,3,2,3.0,286,2,1,185000,13,35d,5,2,650000,14,0,1,1
1,2,3,1,2.0,156,3,2,124307,11,320i,4,3,770000,9,0,1,1
1,1,3,1,1.6,100,1,2,348000,29,316i,4,3,160000,29,0,1,2
2,1,3,2,3.0,306,3,2,167000,12,35i,5,3,1249999,9,0,1,1
2,1,3,2,3.0,235,3,1,282000,13,30d,5,3,1200000,13,0,1,1
2,1,3,2,3.0,245,4,1,195000,12,30d,5,3,1680000,10,0,1,1
2,1,3,2,3.0,245,2,1,153000,12,30d,5,3,1250000,9,0,1,1
2,5,3,2,2.5,218,3,2,79000,13,25i,5,2,780000,10,0,1,1
1,1,3,1,2.5,218,3,2,124545,11,325d,4,3,650000,9,0,1,1
2,1,3,2,3.0,231,2,2,270000,20,30i,5,3,500000,18,0,1,1
1,3,3,1,2.0,129,1,2,500000,32,520d,4,3,125000,29,0,1,2
6,6,3,2,3.0,245,3,1,190000,10,Gran Turismo,5,3,1350000,9,0,1,1
1,1,3,1,3.0,258,1,2,250000,17,530d,4,3,530000,15,0,1,1
1,1,3,1,2.0,136,1,2,99000,11,318d,4,3,600000,9,0,1,1
1,6,3,1,2.5,170,1,2,350000,24,523i,4,3,250000,23,0,1,2
1,1,3,1,3.0,245,1,1,215000,11,730Li,4,2,1050000,11,0,1,1
1,1,3,1,2.0,156,2,2,201000,12,520d,4,3,715000,12,0,0,1
1,1,3,1,2.5,192,1,2,346000,19,525i,4,3,400000,18,0,1,1
1,14,3,1,2.0,150,3,2,300000,24,520d,4,3,350000,23,0,1,2
1,3,3,1,2.5,170,1,2,410000,24,523i,4,3,330000,22,0,0,1
1,5,3,2,3.0,306,2,2,115000,14,335i,4,2,699000,12,0,1,2
1,14,3,1,2.0,150,1,2,337360,24,520d,4,3,380000,21,0,1,2
2,1,3,2,3.0,306,3,2,152000,12,35i,5,3,1250000,9,0,1,1
1,1,3,1,2.5,192,2,2,207000,17,525i,4,3,450000,16,0,0,1
1,1,3,1,2.0,150,3,2,196296,14,320i,4,3,495000,13,0,1,1
1,3,3,1,1.8,113,1,2,205000,29,318d,4,3,150000,29,0,1,2
2,1,3,2,3.0,235,2,1,123500,12,30d,5,3,1390000,11,0,1,1
2,1,3,2,4.8,355,2,2,155000,13,48i,5,3,810000,12,0,1,1
2,1,3,2,3.0,245,3,1,141000,9,30d,5,3,1450000,9,0,1,1
2,1,3,2,3.0,231,2,2,230000,20,30i,5,3,390000,18,0,1,1
1,1,3,1,2.5,204,1,2,155000,10,523i,4,3,950000,9,0,1,1
1,1,3,1,2.5,218,2,2,200000,14,325d,4,3,520000,12,0,1,1
1,1,3,1,2.5,218,1,2,182000,12,525i,4,3,750000,12,0,1,1
1,1,3,1,2.0,156,3,2,111000,11,320i,4,3,700000,9,0,1,1
1,1,3,2,2.5,218,3,2,145500,11,325d,4,3,760000,9,0,0,1
3,1,3,1,2.0,136,2,2,187000,12,118i,5,3,400000,13,0,0,1
2,1,3,2,3.0,272,2,2,268000,13,3.0si,5,2,680000,12,0,1,1
1,1,3,1,3.0,258,3,2,173000,14,730Li,4,3,710000,12,0,0,1
1,3,3,1,2.0,150,3,2,307000,24,520d,4,3,265000,21,0,0,2
2,5,3,2,4.8,360,3,2,240000,16,4.8is,5,3,750000,14,0,1,1
2,1,3,2,3.0,306,1,2,126798,9,35i,5,3,1200000,10,0,1,1
2,6,3,2,2.5,218,2,2,184948,13,25i,5,3,600000,13,0,1,1
2,8,3,2,3.0,286,1,1,218000,13,35d,5,3,1200000,11,0,1,1
2,4,3,2,2.0,177,3,1,132000,10,20d,5,3,715000,9,0,1,1
1,1,3,2,3.0,218,1,2,203000,12,525i,4,3,630000,11,0,1,1
3,6,3,1,2.0,150,3,2,190000,15,120i,5,3,335000,15,0,1,1
1,3,3,1,3.0,231,1,2,197000,17,530d,4,3,560000,15,0,1,1
2,1,3,2,3.0,235,4,1,165000,13,30d,5,3,1270000,11,0,1,1
2,2,3,2,3.0,231,3,2,331000,20,30i,5,3,470000,18,0,0,1
2,1,3,2,3.0,235,3,1,196000,13,30d,5,3,1275000,10,0,1,1
1,2,3,2,2.5,218,4,2,94000,11,325d,4,2,805000,10,0,1,1
1,8,3,1,2.0,150,2,2,198000,24,520d,4,3,320000,22,0,1,2
2,3,3,2,3.0,245,2,1,240000,12,30d,5,3,1300000,9,0,1,1
2,1,3,2,3.0,218,4,1,240000,16,30d,5,3,900000,15,0,0,1
1,3,3,1,3.5,235,2,2,450000,21,735Li,4,3,370000,22,0,1,1
3,1,3,1,1.6,115,2,2,119300,12,116i,5,3,455000,12,0,1,1
4,1,3,1,3.0,231,3,2,300000,21,330i,2,3,500000,19,0,0,1
2,1,3,2,3.0,245,4,1,140000,9,30d,5,3,1900000,9,0,1,1
1,11,3,1,2.2,170,2,2,224000,18,320i,4,3,500000,18,0,0,1
1,3,3,1,2.8,193,1,2,415000,24,528Li,4,3,330000,24,0,1,1
1,8,3,1,4.4,333,1,2,335555,18,745Li,4,3,280000,18,0,0,1
1,1,3,2,2.5,218,3,2,179000,14,325d,4,2,530000,13,0,1,1
2,2,3,2,3.0,306,5,2,122000,9,35i,5,3,1430000,9,0,1,1
1,1,3,1,2.8,193,2,2,346100,24,528Li,4,3,490000,20,0,1,1
2,11,3,2,3.0,231,2,2,202000,16,30i,5,3,380000,17,0,0,1
1,1,3,1,2.2,170,1,2,185000,17,520d,4,2,500000,16,0,1,2
1,8,3,1,2.8,193,2,2,323000,24,528Li,4,3,205000,21,0,0,2
2,1,3,2,3.0,231,2,2,224700,16,30i,5,3,495000,15,0,1,1
1,1,3,1,2.5,218,2,2,285000,17,525i,4,3,480000,14,0,0,1
1,14,3,1,2.8,193,2,2,340500,21,328i,4,3,300000,22,0,0,1
2,1,3,2,3.0,306,3,2,147000,9,35i,5,2,950000,10,0,1,1
1,1,3,1,2.5,218,3,2,228000,11,325d,4,3,749000,12,0,1,1
1,1,3,1,3.0,231,4,2,330000,17,530d,4,3,550000,15,0,1,1
1,5,3,2,2.5,218,3,2,232159,14,325d,4,3,550000,13,0,0,1
2,1,3,2,3.0,231,3,2,350000,16,30i,5,3,560000,15,0,1,1
2,2,3,2,4.4,555,4,2,105000,10,X6_M,5,3,1350000,10,0,0,1
1,1,3,1,3.0,326,3,2,250800,11,740Ld,4,2,900000,10,0,1,1
1,3,3,1,1.9,105,2,2,160000,18,316i,4,3,280000,19,0,1,2
2,1,3,2,3.0,231,3,2,350000,16,30i,5,3,440000,17,0,1,1
6,1,3,1,4.4,407,5,2,150000,10,Gran Turismo,5,3,1050000,11,0,0,1
1,6,3,2,2.5,192,3,2,335000,18,325d,4,3,450000,17,0,1,1
3,2,3,1,2.0,136,2,2,145000,12,118i,5,3,460000,10,0,1,1
2,8,3,2,4.4,320,2,2,200000,16,4.4i,5,3,450000,16,0,0,1
2,6,3,2,3.0,218,3,1,300000,16,30d,5,3,700000,16,0,1,1
1,1,3,1,2.0,150,3,2,280000,24,520d,4,3,290000,20,0,1,2
1,3,3,1,1.9,118,2,2,400000,21,318d,4,3,300000,22,0,1,2
1,1,3,1,2.8,193,1,2,360000,24,528Li,4,3,380000,23,0,0,1
4,6,3,1,2.5,192,4,2,173000,21,325d,2,3,650000,17,0,1,2
3,1,3,1,1.6,115,2,2,117800,12,116i,5,3,510000,10,0,0,1
2,1,3,2,4.4,555,1,2,156500,10,X5_M,5,3,1050000,10,0,1,1
1,1,3,1,3.6,272,2,2,197000,18,735Li,4,3,130000,18,0,1,1
3,2,3,1,1.6,102,1,2,260000,29,Competition,3,3,230000,24,0,1,2
3,5,3,1,1.6,115,2,2,90663,12,116i,5,3,491000,11,0,1,1
4,12,3,1,3.0,258,2,2,72000,16,630d,2,3,799000,15,0,1,1
1,9,3,1,2.2,170,1,2,230000,18,320i,4,1,350000,17,0,1,2
1,15,3,1,3.0,188,1,2,400000,33,730Li,4,3,130000,30,0,0,2
2,1,3,2,2.5,218,3,2,174000,13,25i,5,2,650000,13,0,1,1
2,1,3,2,3.0,306,4,2,145000,12,35i,5,3,1666666,10,0,1,1
2,8,3,2,3.0,272,1,2,203000,13,3.0si,5,3,710000,13,0,1,1
1,3,3,1,2.2,170,1,2,200000,17,520d,4,3,450000,17,0,0,1
2,1,3,2,2.5,218,1,2,177000,13,25i,5,3,710000,10,0,0,1
1,3,3,1,3.0,272,1,2,260000,12,530d,4,3,750000,12,0,1,1
1,1,3,1,2.0,150,1,2,350000,21,320i,4,3,320000,21,0,1,1
1,1,3,1,2.0,156,1,2,118443,14,320i,4,3,570000,12,0,1,1
3,5,3,1,1.6,115,1,2,92000,12,116i,5,3,449000,12,0,0,1
1,14,3,1,2.5,170,1,2,501000,24,523i,4,3,375000,24,0,0,2
1,1,3,1,4.0,306,1,2,157000,17,540i,4,3,650000,14,0,0,1
1,14,3,1,2.0,143,1,2,280000,18,318d,4,3,250000,17,0,0,1
2,6,3,2,3.0,286,4,1,220000,13,30sd,5,3,1100000,12,0,1,1
2,1,3,2,3.0,272,1,2,203000,13,30i,5,3,760000,12,0,1,1
1,5,3,1,1.8,113,1,2,253000,29,318d,4,3,150000,27,0,1,1
3,14,3,1,1.6,102,2,2,281000,29,Competition,3,3,80000,22,0,0,2
1,3,3,1,2.8,193,1,2,415000,24,528Li,4,3,260000,21,0,1,1
4,1,3,1,2.5,192,1,2,273000,18,325d,2,3,350000,17,0,0,1
1,1,3,1,1.9,118,2,2,240247,21,318d,4,3,350000,21,0,0,1
3,2,3,1,1.6,115,1,2,140000,12,116i,5,3,450000,10,0,1,1
1,10,3,1,2.5,170,1,2,323876,24,523i,4,3,280000,23,0,1,1
1,1,3,1,2.0,156,1,2,140000,11,320i,4,3,650000,11,0,1,1
6,2,3,1,3.0,306,1,2,140000,10,Gran Turismo,5,3,777000,11,0,1,1
2,8,3,2,2.5,192,4,2,230000,16,25i,5,3,650000,16,0,0,1
1,1,3,1,2.5,218,2,2,148000,12,525i,4,3,749000,12,0,0,1
2,4,3,2,2.0,177,1,1,180000,10,20d,5,3,850000,9,0,1,1
2,2,3,2,4.8,355,3,2,147000,13,48i,5,3,699000,13,0,0,1
1,1,3,1,2.5,192,1,2,440000,19,525i,4,3,290000,18,0,0,1
1,6,3,2,2.5,218,3,2,150000,14,325d,4,3,510000,13,0,0,1
2,1,3,2,4.4,286,1,2,240000,20,4.4i,5,3,420000,17,0,0,1
1,1,3,1,2.0,163,1,1,211500,12,520d,4,3,520000,12,0,1,2
1,1,3,1,2.5,218,2,2,164000,14,325d,4,3,570000,14,0,0,1
7,3,3,1,2.5,163,2,1,460000,19,525i,5,3,330000,20,0,1,1
1,1,3,1,4.4,450,3,3,87000,11,ActiveHybrid,4,3,800000,10,0,1,1
2,1,3,1,2.0,150,3,2,137000,10,18i,5,3,640000,10,0,1,1
2,5,3,2,2.0,177,3,1,146000,10,20d,5,3,730000,10,0,1,2
1,6,3,1,2.0,143,2,2,328000,18,318d,4,3,260000,18,0,1,1
1,2,3,1,2.5,218,1,2,230000,12,525i,4,3,620000,11,0,0,1
2,8,3,2,3.0,231,1,2,324000,16,30i,5,3,620000,16,0,1,1
2,1,3,2,4.4,286,1,2,223000,20,4.4i,5,3,370000,19,0,0,1
1,8,3,1,2.5,170,2,2,400000,24,523i,4,3,180000,21,0,0,1
1,1,3,1,3.0,231,1,1,300000,14,730Li,4,3,750000,13,0,1,1
2,3,3,2,3.0,272,2,2,83000,13,30i,5,2,700000,12,0,1,1
3,3,3,1,2.0,156,1,2,120000,12,120i,5,3,570000,13,0,1,1
8,1,3,1,5.0,507,2,2,25300,14,M6,2,3,2500000,13,0,1,3
1,1,3,2,3.0,218,1,2,186000,12,525i,4,3,450000,12,0,0,1
1,1,3,1,3.0,218,1,2,340000,25,730Li,4,3,140000,26,0,0,1
1,8,3,1,2.2,170,2,2,280000,19,520d,4,3,280000,18,0,1,2
1,1,3,1,4.0,306,2,2,132000,14,740Li,4,3,680000,13,0,1,1
2,3,3,2,3.0,306,3,2,125000,12,35i,5,3,999999,11,0,1,1
1,1,3,1,2.5,192,2,2,267000,19,525i,4,3,420000,19,0,1,1
1,1,3,1,2.8,193,1,2,402000,24,528Li,4,3,200000,21,0,1,1
1,14,3,1,2.0,150,2,2,354000,24,520d,4,2,250000,20,0,1,1
1,3,3,1,2.5,218,3,2,195000,14,325d,4,3,465000,14,0,1,1
1,1,3,1,3.0,258,1,2,230000,17,530d,4,3,550000,15,0,0,1
4,6,3,2,2.5,218,4,2,118000,14,325d,2,3,800000,13,0,1,1
1,3,3,1,3.0,218,1,2,255000,14,325d,4,3,520000,15,0,1,1
1,1,3,1,2.5,170,1,2,410000,24,523i,4,3,210000,24,0,1,2
1,14,3,1,2.5,170,2,2,500001,24,523i,4,3,250000,24,0,0,2
1,1,3,1,2.0,177,3,1,293000,11,320i,4,3,550000,11,0,1,1
1,12,3,1,2.0,136,2,2,235000,11,318d,4,3,470000,12,0,1,1
2,1,3,2,4.8,360,3,2,271000,16,4.8is,5,3,651000,15,0,1,1
1,3,3,1,2.5,192,1,2,280000,19,525i,4,3,430000,20,0,0,2
7,8,3,1,2.9,193,2,1,350000,19,530d,5,3,370000,19,0,0,1
1,14,3,1,2.5,170,1,2,300000,24,523i,4,3,250000,22,0,1,2
1,5,3,1,2.0,136,1,2,141000,11,318d,4,3,570000,9,0,1,1
1,6,3,1,2.0,150,1,2,290000,24,520d,4,3,265000,22,0,1,2
1,1,3,1,2.0,156,1,2,100000,12,520d,4,3,710000,12,0,1,1
3,1,3,1,1.6,115,2,2,150000,12,116i,5,3,450000,10,0,1,1
1,1,3,1,2.5,170,1,2,200000,24,523i,4,3,250000,22,0,1,1
1,3,3,1,2.8,193,1,2,265000,24,528Li,4,3,250000,21,0,1,1
3,1,3,1,1.6,170,1,2,200000,8,118i,5,3,625000,9,0,0,1
7,3,3,1,2.5,192,3,2,252000,19,525i,5,3,210000,18,0,1,1
1,2,3,1,2.5,192,1,2,408000,19,525i,4,3,345000,18,0,0,1
2,1,3,2,3.0,272,3,2,183000,13,30i,5,3,700000,11,0,1,1
2,1,3,2,3.0,231,1,2,202000,16,30i,5,3,500000,16,0,1,1
1,3,3,1,2.2,170,1,2,211000,19,520d,4,3,370000,19,0,0,1
1,3,3,1,2.5,170,1,2,100000,24,523i,4,3,170000,22,0,1,1
1,8,3,1,2.0,150,1,2,554000,24,520d,4,3,160000,22,0,0,2
2,2,3,2,3.0,235,3,1,139000,12,30d,5,3,1250000,11,0,1,1
1,1,3,1,2.0,150,2,2,350000,32,520d,4,3,130000,29,0,0,2
1,8,3,1,4.4,286,1,2,300000,24,540i,4,3,210000,22,0,1,1
3,1,3,1,1.6,115,2,2,90500,12,116i,5,3,490000,10,0,1,1
2,2,3,2,4.4,407,1,3,216000,12,ActiveHybrid,5,3,1030000,11,0,0,1
3,2,3,1,2.0,136,2,2,175000,12,118i,5,3,420000,12,0,0,1
1,14,3,1,2.5,170,1,2,400000,24,523i,4,3,250000,20,0,1,1
1,1,3,1,2.5,170,1,2,361185,24,523i,4,3,280000,21,0,0,2
2,14,3,2,3.0,235,1,1,310000,12,30d,5,3,1270000,11,0,1,1
1,1,3,2,2.5,218,1,2,170000,14,325d,4,3,480000,13,0,1,1
1,1,3,1,2.2,170,2,2,392000,19,520d,4,3,320000,19,0,0,1
2,1,3,2,3.0,272,1,2,159200,13,3.0si,5,3,1050000,12,0,1,1
1,1,3,1,2.5,170,1,2,340000,24,523i,4,3,250000,22,0,1,1
1,3,3,1,2.0,150,1,2,100000,24,520d,4,3,260000,22,0,0,1
1,14,3,1,1.9,105,1,2,500000,21,316i,4,3,290000,21,0,1,1
2,1,3,2,3.0,218,1,1,11000,16,30d,5,3,680000,15,0,1,1
3,13,3,1,1.9,105,1,2,289429,29,Competition,3,3,200000,21,0,1,1
2,1,3,2,4.8,355,1,2,124530,13,4.8i,5,3,1050000,12,0,1,1
3,2,3,1,1.6,115,1,2,150000,12,116i,5,3,480000,12,0,1,1
2,14,3,2,3.0,231,1,2,333000,20,30i,5,3,400000,18,0,1,1
6,1,3,1,4.4,407,1,2,132000,10,Gran Turismo,5,3,825000,10,0,0,1
2,1,3,2,3.0,235,1,1,298000,13,30d,5,3,990000,12,0,1,1
2,8,3,2,3.0,231,3,2,310000,16,30i,5,3,480000,15,0,1,1
2,8,3,2,2.0,177,1,1,140000,13,20d,5,2,850000,10,0,1,1
1,6,3,1,2.5,170,1,2,345000,24,523i,4,3,230000,22,0,1,1
2,8,3,2,3.0,231,3,2,170000,20,30i,5,3,450000,20,0,0,1
2,6,3,2,3.0,218,1,1,194000,16,30d,5,3,530000,16,0,1,1
2,4,3,2,3.0,231,1,2,302000,16,30i,5,3,599999,16,0,1,1
7,6,3,1,3.0,231,4,1,214000,12,530d,5,3,700000,13,0,1,1
6,1,3,1,4.4,407,1,2,123680,10,Gran Turismo,5,3,850000,11,0,1,1
2,1,3,2,3.0,286,1,1,85000,12,35d,5,1,1500000,10,0,1,1
1,3,3,2,4.4,407,1,2,74300,10,550i,4,3,1350000,9,0,1,1
2,1,3,2,3.0,211,1,1,208000,13,30d,5,3,975000,12,0,1,1
4,1,3,1,2.5,218,3,2,240000,14,325d,2,3,550000,14,0,0,1
2,8,3,2,4.4,286,1,2,278650,20,4.4i,5,3,350000,18,0,0,1
2,3,3,2,4.4,286,1,2,220000,20,4.4i,5,3,450000,20,0,1,1
2,14,3,2,4.4,320,1,2,220000,16,4.4i,5,3,600000,16,0,1,1
1,6,3,1,2.0,150,1,2,235000,24,520d,4,3,250000,24,0,0,2
5,3,3,1,3.0,265,1,2,55000,14,Z4,2,3,1200001,13,0,1,1
8,2,3,1,4.4,333,1,2,220000,16,645i,2,3,890000,15,0,1,1
1,1,3,1,2.5,218,3,2,238000,14,325d,4,3,430000,14,0,1,1
2,1,3,2,3.0,245,1,1,183000,12,30d,5,3,1250000,10,0,1,1
1,6,3,1,2.0,156,2,2,116000,11,320i,4,3,550000,10,0,1,1
2,6,3,2,4.8,355,3,2,187000,13,48i,5,3,980000,13,0,1,1
1,14,3,1,2.5,170,1,2,330000,24,523i,4,3,220000,24,0,1,1
1,6,3,2,2.5,218,1,2,250000,17,525i,4,3,450000,14,0,0,1
1,8,3,1,2.0,143,1,2,357000,18,318d,4,1,300000,17,0,1,2
3,1,3,1,2.0,129,2,2,180000,15,118i,5,3,389000,14,0,1,1
1,6,3,1,3.0,231,3,1,135000,14,730Li,4,2,900000,12,0,1,1
1,6,3,1,3.0,218,1,1,300000,18,730Li,4,2,500000,18,0,1,1
1,14,3,1,2.5,192,2,2,354000,19,525i,4,3,200000,18,0,1,2
1,1,3,2,4.4,407,2,2,141000,11,750Ld,4,3,850000,9,0,0,1
2,1,3,2,3.0,272,1,2,290000,13,3.0si,5,3,749999,13,0,1,1
1,5,3,1,2.0,150,1,2,230000,32,520d,4,3,130000,29,0,1,2
2,8,3,2,3.0,231,1,2,284000,20,30i,5,3,470000,19,0,1,1
1,8,3,1,2.5,192,3,2,478000,19,525i,4,3,280000,19,0,1,1
1,14,3,1,1.8,115,2,2,357000,29,318d,4,3,350000,23,0,1,2
2,6,3,2,3.0,235,4,1,320000,13,30d,5,3,930000,13,0,1,1
1,3,3,1,2.0,156,2,2,160000,14,320i,4,3,600000,12,0,1,1
2,2,3,2,2.0,245,2,2,66910,10,28i,5,1,1049000,9,0,1,1
1,15,3,1,2.8,193,1,2,430000,24,528Li,4,3,145000,23,0,0,1
5,8,3,1,2.8,193,1,2,89000,24,Z3,2,2,950000,23,0,1,1
1,1,3,1,1.8,115,2,2,120000,29,318d,4,3,160000,23,0,1,2
1,5,3,1,3.0,231,1,2,300000,18,330i,4,3,400000,18,0,0,2
4,2,3,1,2.0,177,1,1,200000,12,120i,2,3,590000,12,0,0,1
1,1,3,1,2.5,218,2,2,185000,14,325d,4,3,450000,12,0,1,1
2,6,3,2,3.0,286,4,1,218768,13,35d,5,1,955000,12,0,1,1
2,1,3,2,4.4,286,3,2,250000,20,4.4i,5,2,275000,19,0,1,1
2,1,3,2,3.0,272,4,2,241000,13,3.0si,5,3,950000,14,0,0,1
3,1,3,1,1.6,115,1,2,158339,12,116i,5,3,445000,12,0,0,1
1,6,3,1,2.5,177,2,2,424000,17,523i,4,3,520000,15,0,1,2
1,3,3,1,2.0,150,3,2,217675,14,320i,4,3,600000,14,0,1,1
2,2,3,1,2.0,150,1,2,49000,10,18i,5,3,990000,9,0,1,1
